Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
563,314,Derivative,Other OBS,260545,0%,0.75,Unstructured,Securities,797653,Sovereign Guarantee,No,Standardized,Corporate,A,EUR,Germany,90,2023-01-25,0.0,0.0,0.0
564,570,Derivative,Performance Guarantee,1755834,100%,0.75,Guarantee-Enhanced,Property,404427,Sovereign Guarantee,No,Standardized,Corporate,A,USD,Cyprus,100,2023-04-29,1.0,1755834.0,1316875.5
565,342,Commitment,Derivative Exposure,578423,20%,0.5,Unstructured,None,537857,None,No,Internal Model,Retail,AA,EUR,Cyprus,40,2023-01-02,0.2,115684.6,57842.3
566,305,Securitization,Other OBS,974133,50%,1.0,Unstructured,Property,227966,Sovereign Guarantee,Yes,Standardized,Bank,CCC,GBP,Germany,65,2021-03-22,0.5,487066.5,487066.5
567,692,Guarantee,Performance Guarantee,421616,50%,0.2,Guarantee-Enhanced,None,37860,Corporate Guarantee,No,Internal Model,Retail,BB,EUR,Cyprus,59,2022-02-23,0.5,210808.0,42161.600000000006
568,682,Commitment,Performance Guarantee,1576912,20%,0.2,Guarantee-Enhanced,Securities,202630,None,No,Standardized,Bank,A,USD,Germany,15,2024-02-29,0.2,315382.4,63076.48000000001
569,838,Trade Finance,Performance Guarantee,825158,0%,0.75,Collateralized,None,831769,None,Yes,Internal Model,Corporate,B,USD,UK,114,2021-07-14,0.0,0.0,0.0
570,783,Trade Finance,Other OBS,663375,75%,0.5,Collateralized,Property,523225,Corporate Guarantee,Yes,Internal Model,Bank,AA,USD,UK,1,2021-04-28,0.75,497531.25,248765.625
571,54,Derivative,Derivative Exposure,1818967,100%,0.5,Netting,Cash,969815,Corporate Guarantee,Yes,Internal Model,Retail,CCC,EUR,Cyprus,11,2022-04-28,1.0,1818967.0,909483.5
572,444,Derivative,Undrawn Commitment,1918388,20%,0.2,Netting,Securities,668875,Corporate Guarantee,Yes,Standardized,Retail,BB,USD,Cyprus,55,2021-12-22,0.2,383677.60000000003,76735.52
573,613,Trade Finance,Performance Guarantee,966383,75%,1.0,Guarantee-Enhanced,Property,595983,Sovereign Guarantee,No,Standardized,Retail,BBB,EUR,Cyprus,2,2020-04-25,0.75,724787.25,724787.25
574,993,Derivative,Other OBS,329215,75%,1.0,Unstructured,Securities,253078,None,No,Standardized,Bank,AAA,GBP,Germany,65,2021-06-18,0.75,246911.25,246911.25
575,264,Guarantee,Other OBS,1118650,75%,0.2,Netting,Securities,766887,Sovereign Guarantee,No,Internal Model,Bank,B,GBP,UK,95,2023-01-26,0.75,838987.5,167797.5
576,53,Derivative,Undrawn Commitment,796084,50%,0.2,Guarantee-Enhanced,Property,368893,Corporate Guarantee,No,Standardized,Bank,AA,EUR,UK,44,2023-09-13,0.5,398042.0,79608.40000000001
577,572,Securitization,Undrawn Commitment,1690707,50%,0.5,Netting,Property,155976,Sovereign Guarantee,Yes,Standardized,Corporate,AAA,USD,Greece,16,2025-04-16,0.5,845353.5,422676.75
578,620,Derivative,Other OBS,1138477,50%,1.0,Unstructured,Cash,715295,Corporate Guarantee,Yes,Standardized,Sovereign,CCC,EUR,Greece,118,2021-02-10,0.5,569238.5,569238.5
579,5,Commitment,Derivative Exposure,323349,75%,0.2,Guarantee-Enhanced,Securities,830222,Sovereign Guarantee,No,Standardized,Sovereign,CCC,EUR,Cyprus,22,2023-08-29,0.75,242511.75,48502.350000000006
580,103,Guarantee,Undrawn Commitment,1890914,75%,0.2,Unstructured,Securities,855012,Sovereign Guarantee,No,Internal Model,Retail,BBB,EUR,Germany,106,2024-09-21,0.75,1418185.5,283637.10000000003
581,196,Commitment,Other OBS,445807,20%,0.75,Guarantee-Enhanced,Property,992652,Corporate Guarantee,No,Internal Model,Corporate,A,GBP,Cyprus,18,2021-11-24,0.2,89161.40000000001,66871.05
582,774,Commitment,Undrawn Commitment,1685851,50%,0.2,Netting,None,5636,Sovereign Guarantee,No,Standardized,Bank,A,EUR,UK,47,2023-03-17,0.5,842925.5,168585.1
583,877,Securitization,Derivative Exposure,1441405,100%,0.2,Collateralized,Property,261578,None,Yes,Standardized,Retail,BB,GBP,Cyprus,81,2023-09-27,1.0,1441405.0,288281.0
584,992,Guarantee,Performance Guarantee,1471174,75%,1.0,Netting,Securities,339273,Sovereign Guarantee,No,Standardized,Corporate,AA,EUR,Cyprus,30,2021-05-09,0.75,1103380.5,1103380.5
585,884,Guarantee,Undrawn Commitment,1466207,100%,0.5,Netting,Property,920396,Sovereign Guarantee,Yes,Internal Model,Retail,AA,GBP,UK,10,2022-08-05,1.0,1466207.0,733103.5
586,350,Guarantee,Derivative Exposure,628688,75%,1.0,Collateralized,Cash,283816,None,Yes,Standardized,Corporate,CCC,EUR,UK,99,2020-01-23,0.75,471516.0,471516.0
587,47,Guarantee,Other OBS,1254798,50%,0.5,Collateralized,None,792244,Corporate Guarantee,Yes,Internal Model,Corporate,BB,EUR,UK,58,2023-02-02,0.5,627399.0,313699.5
588,867,Guarantee,Undrawn Commitment,81852,50%,0.75,Guarantee-Enhanced,Property,227693,None,Yes,Internal Model,Sovereign,AAA,USD,UK,62,2024-08-25,0.5,40926.0,30694.5
589,823,Securitization,Undrawn Commitment,1010374,75%,0.2,Guarantee-Enhanced,Cash,521393,Sovereign Guarantee,No,Standardized,Retail,A,USD,Greece,85,2024-05-21,0.75,757780.5,151556.1
590,936,Derivative,Other OBS,1611588,0%,0.75,Unstructured,Securities,654,Corporate Guarantee,No,Standardized,Bank,A,EUR,Germany,80,2024-12-30,0.0,0.0,0.0
591,820,Commitment,Performance Guarantee,1937764,50%,0.5,Unstructured,Property,578921,Sovereign Guarantee,No,Standardized,Sovereign,CCC,EUR,Germany,6,2024-12-29,0.5,968882.0,484441.0
592,656,Guarantee,Other OBS,427501,75%,1.0,Netting,Securities,17143,Sovereign Guarantee,No,Internal Model,Sovereign,AA,EUR,UK,67,2021-07-11,0.75,320625.75,320625.75
593,269,Derivative,Undrawn Commitment,1741916,20%,1.0,Collateralized,Cash,580222,None,Yes,Internal Model,Bank,CCC,EUR,Germany,41,2024-06-04,0.2,348383.2,348383.2
594,370,Derivative,Other OBS,1155057,75%,0.75,Unstructured,Securities,329478,None,Yes,Standardized,Corporate,AA,USD,Germany,43,2022-07-29,0.75,866292.75,649719.5625
595,636,Commitment,Derivative Exposure,1886291,50%,0.5,Netting,Cash,627751,Corporate Guarantee,Yes,Internal Model,Bank,BB,GBP,Germany,85,2024-08-09,0.5,943145.5,471572.75
596,106,Securitization,Other OBS,83691,100%,0.75,Collateralized,Cash,125851,Corporate Guarantee,No,Standardized,Retail,BBB,EUR,Germany,77,2023-05-30,1.0,83691.0,62768.25
597,670,Trade Finance,Undrawn Commitment,444341,0%,0.75,Guarantee-Enhanced,Cash,553375,Corporate Guarantee,Yes,Standardized,Bank,AAA,USD,UK,18,2022-05-04,0.0,0.0,0.0
598,659,Trade Finance,Other OBS,1296713,20%,0.2,Netting,Property,666978,Sovereign Guarantee,Yes,Internal Model,Corporate,B,EUR,Cyprus,58,2022-11-04,0.2,259342.6,51868.520000000004
599,657,Derivative,Performance Guarantee,1096238,75%,0.75,Guarantee-Enhanced,Securities,794878,None,Yes,Internal Model,Bank,BBB,EUR,Cyprus,118,2022-06-09,0.75,822178.5,616633.875
600,120,Commitment,Other OBS,1649034,20%,0.2,Unstructured,Securities,888559,None,Yes,Internal Model,Corporate,BBB,GBP,Cyprus,60,2024-07-14,0.2,329806.80000000005,65961.36000000002
601,831,Trade Finance,Performance Guarantee,582726,75%,0.2,Unstructured,None,311011,None,No,Internal Model,Corporate,AA,EUR,Greece,88,2020-03-18,0.75,437044.5,87408.90000000001
602,787,Derivative,Derivative Exposure,1905103,75%,1.0,Collateralized,None,444244,Corporate Guarantee,Yes,Standardized,Retail,AA,EUR,Germany,27,2023-09-07,0.75,1428827.25,1428827.25
603,604,Securitization,Performance Guarantee,1770090,20%,0.2,Netting,None,846533,None,Yes,Standardized,Bank,AA,GBP,UK,118,2022-03-17,0.2,354018.0,70803.6
604,58,Trade Finance,Other OBS,1499796,50%,0.2,Guarantee-Enhanced,None,158272,None,No,Standardized,Bank,BBB,GBP,UK,68,2023-06-18,0.5,749898.0,149979.6
605,951,Derivative,Undrawn Commitment,846184,50%,1.0,Collateralized,Securities,226179,None,No,Internal Model,Retail,CCC,GBP,Greece,22,2022-11-07,0.5,423092.0,423092.0
606,346,Derivative,Performance Guarantee,1154002,50%,0.75,Unstructured,Cash,874506,Corporate Guarantee,No,Standardized,Corporate,AAA,GBP,UK,24,2022-02-06,0.5,577001.0,432750.75
607,741,Guarantee,Derivative Exposure,289968,100%,0.5,Unstructured,Cash,716825,None,Yes,Internal Model,Bank,CCC,USD,Cyprus,40,2021-03-29,1.0,289968.0,144984.0
608,474,Securitization,Performance Guarantee,338963,75%,0.5,Netting,Property,502716,Corporate Guarantee,Yes,Internal Model,Retail,AA,USD,Greece,109,2024-01-06,0.75,254222.25,127111.125
609,117,Guarantee,Performance Guarantee,545384,75%,0.5,Guarantee-Enhanced,Cash,217508,None,Yes,Internal Model,Corporate,A,USD,UK,74,2022-07-16,0.75,409038.0,204519.0
610,830,Commitment,Performance Guarantee,928483,75%,0.75,Netting,Securities,642710,None,Yes,Standardized,Retail,CCC,EUR,Greece,66,2020-10-03,0.75,696362.25,522271.6875
611,791,Guarantee,Derivative Exposure,571121,50%,0.2,Guarantee-Enhanced,Securities,350036,None,No,Internal Model,Bank,AAA,GBP,Greece,40,2023-12-18,0.5,285560.5,57112.100000000006
612,127,Guarantee,Other OBS,1253865,100%,0.5,Guarantee-Enhanced,Securities,219631,Corporate Guarantee,Yes,Internal Model,Retail,A,GBP,UK,6,2024-02-08,1.0,1253865.0,626932.5
613,393,Trade Finance,Performance Guarantee,1360077,75%,0.75,Netting,Property,382188,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,USD,Cyprus,112,2022-11-16,0.75,1020057.75,765043.3125
614,908,Derivative,Performance Guarantee,569165,75%,0.2,Collateralized,None,39148,None,No,Internal Model,Corporate,AA,EUR,UK,18,2021-05-28,0.75,426873.75,85374.75
615,641,Securitization,Undrawn Commitment,269780,100%,1.0,Netting,Cash,869360,Sovereign Guarantee,No,Internal Model,Sovereign,CCC,EUR,Germany,81,2025-03-03,1.0,269780.0,269780.0
616,58,Guarantee,Derivative Exposure,1393714,20%,0.5,Netting,Securities,151770,Corporate Guarantee,No,Internal Model,Sovereign,B,EUR,Germany,102,2021-04-08,0.2,278742.8,139371.4
617,634,Securitization,Performance Guarantee,1768972,75%,0.2,Unstructured,Securities,435686,Corporate Guarantee,Yes,Internal Model,Corporate,BB,USD,UK,109,2022-03-17,0.75,1326729.0,265345.8
618,513,Guarantee,Derivative Exposure,1831211,20%,0.5,Unstructured,None,485287,None,Yes,Internal Model,Corporate,AA,EUR,Cyprus,87,2022-04-03,0.2,366242.2,183121.1
619,751,Commitment,Performance Guarantee,1196332,50%,0.5,Netting,Securities,838092,Sovereign Guarantee,Yes,Internal Model,Retail,BBB,EUR,Germany,110,2020-12-28,0.5,598166.0,299083.0
620,802,Guarantee,Other OBS,492632,50%,0.5,Netting,Cash,971414,None,Yes,Internal Model,Corporate,B,EUR,Germany,30,2023-11-07,0.5,246316.0,123158.0
621,96,Trade Finance,Other OBS,977091,100%,0.2,Unstructured,Property,821882,Corporate Guarantee,Yes,Internal Model,Sovereign,BBB,GBP,UK,21,2022-01-20,1.0,977091.0,195418.2
622,638,Derivative,Performance Guarantee,1077557,100%,0.75,Guarantee-Enhanced,Securities,711823,Corporate Guarantee,No,Internal Model,Sovereign,AAA,USD,UK,62,2021-06-08,1.0,1077557.0,808167.75
623,118,Commitment,Other OBS,1194241,75%,0.2,Netting,Cash,295901,None,No,Standardized,Bank,BBB,GBP,UK,10,2023-11-06,0.75,895680.75,179136.15000000002
624,560,Guarantee,Performance Guarantee,1754581,75%,0.5,Collateralized,Securities,78012,None,Yes,Standardized,Corporate,B,GBP,Greece,107,2023-04-22,0.75,1315935.75,657967.875
625,601,Securitization,Other OBS,1260578,50%,0.2,Collateralized,None,893182,Sovereign Guarantee,Yes,Internal Model,Sovereign,B,USD,Greece,13,2023-05-02,0.5,630289.0,126057.8
626,488,Commitment,Undrawn Commitment,1360267,100%,1.0,Collateralized,Securities,913475,Sovereign Guarantee,Yes,Internal Model,Bank,AA,GBP,Greece,76,2024-01-25,1.0,1360267.0,1360267.0
627,237,Commitment,Undrawn Commitment,1704699,50%,0.75,Netting,Securities,987751,Corporate Guarantee,Yes,Internal Model,Bank,A,EUR,UK,9,2020-02-25,0.5,852349.5,639262.125
628,885,Guarantee,Undrawn Commitment,1220808,50%,0.2,Guarantee-Enhanced,Property,989519,Sovereign Guarantee,Yes,Standardized,Retail,AA,EUR,Cyprus,68,2023-06-07,0.5,610404.0,122080.8
629,897,Commitment,Derivative Exposure,1841425,20%,1.0,Guarantee-Enhanced,None,948894,Sovereign Guarantee,No,Standardized,Sovereign,AAA,EUR,Germany,39,2021-05-03,0.2,368285.0,368285.0
630,272,Securitization,Derivative Exposure,1543934,75%,0.75,Unstructured,None,56116,Corporate Guarantee,No,Standardized,Retail,BBB,EUR,Greece,24,2022-11-17,0.75,1157950.5,868462.875
631,189,Commitment,Undrawn Commitment,1341627,75%,1.0,Netting,Property,144233,Corporate Guarantee,No,Internal Model,Sovereign,A,USD,Cyprus,118,2025-01-29,0.75,1006220.25,1006220.25
632,999,Securitization,Derivative Exposure,1256123,50%,0.75,Guarantee-Enhanced,Securities,32152,Corporate Guarantee,Yes,Internal Model,Retail,CCC,GBP,UK,34,2024-05-25,0.5,628061.5,471046.125
633,704,Guarantee,Other OBS,462104,0%,0.2,Netting,Cash,997675,Corporate Guarantee,Yes,Internal Model,Retail,BB,GBP,Greece,103,2021-12-22,0.0,0.0,0.0
634,447,Derivative,Performance Guarantee,1666596,75%,1.0,Unstructured,None,106379,None,No,Internal Model,Corporate,B,EUR,UK,61,2025-06-06,0.75,1249947.0,1249947.0
635,581,Commitment,Performance Guarantee,1835559,0%,0.5,Unstructured,None,226905,Corporate Guarantee,No,Standardized,Retail,A,EUR,Cyprus,41,2023-04-22,0.0,0.0,0.0
636,790,Derivative,Performance Guarantee,358449,75%,1.0,Unstructured,Securities,20836,Corporate Guarantee,Yes,Internal Model,Corporate,CCC,GBP,Greece,5,2023-12-19,0.75,268836.75,268836.75
637,861,Securitization,Undrawn Commitment,1799973,100%,0.75,Collateralized,Securities,221439,Corporate Guarantee,No,Standardized,Bank,A,USD,Greece,79,2023-10-30,1.0,1799973.0,1349979.75
638,247,Commitment,Derivative Exposure,583634,50%,0.2,Netting,None,984047,Sovereign Guarantee,No,Standardized,Sovereign,AA,GBP,Greece,50,2025-03-06,0.5,291817.0,58363.4
639,963,Trade Finance,Other OBS,1885595,20%,0.75,Unstructured,Securities,186720,Corporate Guarantee,Yes,Internal Model,Bank,CCC,EUR,Greece,4,2020-02-10,0.2,377119.0,282839.25
640,76,Derivative,Other OBS,1111339,75%,1.0,Netting,Cash,157403,None,No,Standardized,Sovereign,BB,EUR,Cyprus,51,2024-02-16,0.75,833504.25,833504.25
641,154,Commitment,Undrawn Commitment,240237,75%,1.0,Collateralized,None,141835,None,No,Standardized,Bank,B,USD,Greece,52,2022-09-30,0.75,180177.75,180177.75
642,656,Derivative,Other OBS,1861417,50%,0.5,Collateralized,Cash,855876,Corporate Guarantee,No,Standardized,Sovereign,AAA,GBP,Germany,39,2020-09-16,0.5,930708.5,465354.25
643,435,Commitment,Other OBS,906047,100%,0.2,Unstructured,Cash,617397,None,Yes,Standardized,Retail,AAA,USD,Germany,8,2021-03-16,1.0,906047.0,181209.40000000002
644,997,Guarantee,Other OBS,479332,0%,0.2,Unstructured,Securities,150259,Sovereign Guarantee,No,Internal Model,Sovereign,A,USD,UK,113,2022-07-14,0.0,0.0,0.0
645,86,Derivative,Other OBS,695275,50%,1.0,Guarantee-Enhanced,Cash,143029,Corporate Guarantee,No,Internal Model,Sovereign,CCC,EUR,Greece,45,2022-05-05,0.5,347637.5,347637.5
646,697,Trade Finance,Derivative Exposure,1315399,75%,0.2,Netting,Securities,397595,None,No,Standardized,Bank,A,GBP,Germany,88,2020-03-24,0.75,986549.25,197309.85
647,285,Trade Finance,Other OBS,1189929,100%,0.5,Unstructured,Property,945463,None,Yes,Internal Model,Bank,BBB,EUR,Germany,117,2020-02-15,1.0,1189929.0,594964.5
648,974,Securitization,Performance Guarantee,271373,20%,0.75,Guarantee-Enhanced,Securities,606306,Corporate Guarantee,Yes,Standardized,Bank,BB,GBP,Germany,28,2021-03-15,0.2,54274.600000000006,40705.950000000004
649,220,Commitment,Undrawn Commitment,1456368,75%,0.2,Netting,Cash,647364,None,No,Internal Model,Corporate,B,EUR,Cyprus,119,2024-08-21,0.75,1092276.0,218455.2
650,69,Derivative,Derivative Exposure,599844,50%,1.0,Unstructured,Property,682465,Corporate Guarantee,Yes,Internal Model,Corporate,A,EUR,Greece,107,2025-02-22,0.5,299922.0,299922.0
651,47,Securitization,Other OBS,895474,50%,0.75,Guarantee-Enhanced,Securities,394093,None,No,Internal Model,Sovereign,BBB,GBP,Cyprus,27,2024-03-22,0.5,447737.0,335802.75
652,94,Derivative,Derivative Exposure,1640963,20%,0.75,Guarantee-Enhanced,Cash,703713,Sovereign Guarantee,Yes,Internal Model,Sovereign,CCC,GBP,Cyprus,65,2022-09-12,0.2,328192.60000000003,246144.45
653,750,Commitment,Other OBS,421233,100%,0.5,Netting,None,870220,None,Yes,Internal Model,Retail,BB,EUR,Germany,34,2025-02-11,1.0,421233.0,210616.5
654,958,Trade Finance,Performance Guarantee,1274744,20%,1.0,Guarantee-Enhanced,None,883302,None,No,Standardized,Retail,B,GBP,Germany,81,2024-01-01,0.2,254948.80000000002,254948.80000000002
655,453,Guarantee,Undrawn Commitment,1825922,50%,0.2,Netting,Securities,739945,Corporate Guarantee,No,Internal Model,Sovereign,AAA,EUR,UK,101,2020-05-15,0.5,912961.0,182592.2
656,204,Trade Finance,Other OBS,718590,20%,1.0,Netting,Securities,345452,None,No,Standardized,Corporate,BBB,GBP,Greece,62,2023-04-21,0.2,143718.0,143718.0
657,912,Securitization,Other OBS,1520801,100%,0.75,Netting,None,444783,Corporate Guarantee,Yes,Standardized,Sovereign,CCC,EUR,Greece,62,2024-09-28,1.0,1520801.0,1140600.75
658,218,Guarantee,Other OBS,1300617,75%,1.0,Collateralized,Cash,320057,Sovereign Guarantee,No,Internal Model,Retail,BB,EUR,Germany,38,2023-04-10,0.75,975462.75,975462.75
659,474,Securitization,Other OBS,83866,75%,0.2,Guarantee-Enhanced,Cash,526925,Corporate Guarantee,Yes,Standardized,Corporate,BBB,EUR,Germany,26,2022-06-27,0.75,62899.5,12579.900000000001
660,432,Commitment,Undrawn Commitment,1203976,20%,0.2,Netting,Cash,465994,Corporate Guarantee,Yes,Internal Model,Corporate,A,USD,Greece,24,2022-05-10,0.2,240795.2,48159.04000000001
661,341,Guarantee,Undrawn Commitment,1969254,75%,0.5,Unstructured,Securities,828457,None,No,Standardized,Retail,AA,GBP,UK,39,2022-02-26,0.75,1476940.5,738470.25
662,551,Securitization,Performance Guarantee,1437695,50%,0.2,Collateralized,Property,762277,Sovereign Guarantee,Yes,Standardized,Sovereign,AAA,EUR,Germany,21,2021-08-12,0.5,718847.5,143769.5
663,612,Commitment,Undrawn Commitment,485071,75%,0.2,Collateralized,Property,756547,Corporate Guarantee,No,Internal Model,Bank,A,USD,UK,94,2025-05-05,0.75,363803.25,72760.65000000001
664,289,Trade Finance,Other OBS,1442277,100%,1.0,Guarantee-Enhanced,Property,361652,None,Yes,Internal Model,Sovereign,A,EUR,Cyprus,47,2022-08-13,1.0,1442277.0,1442277.0
665,254,Commitment,Performance Guarantee,1236064,0%,1.0,Netting,Property,606752,None,No,Internal Model,Sovereign,CCC,USD,Germany,115,2021-11-20,0.0,0.0,0.0
666,734,Derivative,Performance Guarantee,646804,75%,0.75,Guarantee-Enhanced,Property,290886,Corporate Guarantee,Yes,Internal Model,Retail,CCC,EUR,Cyprus,48,2021-06-22,0.75,485103.0,363827.25
667,357,Commitment,Performance Guarantee,236987,0%,0.5,Collateralized,Securities,536119,None,Yes,Standardized,Corporate,BB,EUR,Germany,13,2023-02-17,0.0,0.0,0.0
668,23,Commitment,Other OBS,461274,50%,1.0,Netting,Securities,113768,Corporate Guarantee,No,Internal Model,Retail,CCC,USD,Cyprus,101,2023-07-28,0.5,230637.0,230637.0
669,762,Derivative,Derivative Exposure,483934,20%,0.2,Unstructured,Property,771271,Corporate Guarantee,Yes,Standardized,Sovereign,BBB,USD,Germany,3,2023-08-24,0.2,96786.8,19357.36
670,522,Securitization,Other OBS,344746,50%,0.75,Netting,Securities,347236,Corporate Guarantee,No,Standardized,Bank,AAA,GBP,UK,32,2021-12-08,0.5,172373.0,129279.75
671,758,Securitization,Undrawn Commitment,1566450,50%,1.0,Collateralized,Securities,877311,Sovereign Guarantee,Yes,Standardized,Bank,A,GBP,UK,35,2023-07-24,0.5,783225.0,783225.0
672,837,Commitment,Undrawn Commitment,1569904,75%,0.5,Unstructured,Property,874802,Corporate Guarantee,Yes,Standardized,Bank,BB,USD,UK,19,2024-04-02,0.75,1177428.0,588714.0
673,100,Derivative,Other OBS,1287715,50%,0.5,Netting,Cash,912969,None,Yes,Standardized,Retail,AAA,GBP,Cyprus,14,2020-10-21,0.5,643857.5,321928.75
674,802,Derivative,Other OBS,208588,75%,0.75,Unstructured,Securities,964266,Sovereign Guarantee,No,Standardized,Corporate,CCC,USD,UK,48,2024-12-11,0.75,156441.0,117330.75
675,180,Trade Finance,Performance Guarantee,1752159,50%,0.75,Unstructured,Cash,629112,None,No,Internal Model,Retail,CCC,GBP,Cyprus,86,2020-02-22,0.5,876079.5,657059.625
676,223,Securitization,Other OBS,1710833,0%,0.75,Collateralized,Securities,88741,Sovereign Guarantee,No,Standardized,Bank,BBB,EUR,Germany,81,2022-03-16,0.0,0.0,0.0
677,906,Guarantee,Performance Guarantee,1755025,75%,0.75,Unstructured,Securities,18830,Sovereign Guarantee,No,Standardized,Sovereign,CCC,GBP,Cyprus,68,2023-12-26,0.75,1316268.75,987201.5625
678,762,Securitization,Undrawn Commitment,1304311,20%,0.75,Guarantee-Enhanced,Property,317188,Sovereign Guarantee,No,Standardized,Corporate,A,EUR,Germany,45,2020-02-21,0.2,260862.2,195646.65000000002
679,659,Securitization,Performance Guarantee,1764423,50%,0.2,Collateralized,Securities,860380,Sovereign Guarantee,Yes,Internal Model,Retail,B,EUR,Greece,104,2021-12-28,0.5,882211.5,176442.30000000002
680,442,Trade Finance,Other OBS,1360875,75%,0.2,Guarantee-Enhanced,None,69202,None,Yes,Internal Model,Retail,A,GBP,Greece,19,2020-03-12,0.75,1020656.25,204131.25
681,608,Guarantee,Undrawn Commitment,173950,50%,1.0,Unstructured,None,299189,Corporate Guarantee,No,Standardized,Corporate,A,USD,Greece,64,2020-01-28,0.5,86975.0,86975.0
682,769,Trade Finance,Derivative Exposure,379638,0%,0.5,Guarantee-Enhanced,Property,217394,None,Yes,Internal Model,Corporate,CCC,EUR,Cyprus,101,2021-04-13,0.0,0.0,0.0
683,325,Guarantee,Performance Guarantee,650517,50%,0.2,Netting,Cash,510473,Corporate Guarantee,Yes,Standardized,Sovereign,AAA,EUR,Greece,66,2025-04-19,0.5,325258.5,65051.700000000004
684,516,Commitment,Undrawn Commitment,1203224,100%,0.2,Unstructured,Cash,202123,None,Yes,Internal Model,Corporate,CCC,GBP,Greece,79,2022-02-02,1.0,1203224.0,240644.80000000002
685,16,Guarantee,Performance Guarantee,88547,75%,0.2,Netting,Cash,893941,Sovereign Guarantee,Yes,Standardized,Sovereign,AAA,USD,Greece,66,2022-06-04,0.75,66410.25,13282.050000000001
686,792,Trade Finance,Undrawn Commitment,603083,75%,1.0,Guarantee-Enhanced,None,157699,Sovereign Guarantee,No,Internal Model,Bank,AAA,USD,Germany,75,2022-06-30,0.75,452312.25,452312.25
687,336,Securitization,Undrawn Commitment,236368,75%,0.75,Netting,Cash,277342,Corporate Guarantee,Yes,Internal Model,Bank,AAA,GBP,UK,45,2021-06-30,0.75,177276.0,132957.0
688,759,Guarantee,Performance Guarantee,595735,20%,1.0,Unstructured,Cash,855953,Corporate Guarantee,No,Internal Model,Retail,BB,USD,Cyprus,87,2023-11-25,0.2,119147.0,119147.0
689,258,Guarantee,Derivative Exposure,1790534,50%,0.5,Netting,Property,504655,None,No,Standardized,Bank,AA,GBP,Greece,74,2020-07-19,0.5,895267.0,447633.5
690,497,Derivative,Undrawn Commitment,1844687,75%,0.5,Guarantee-Enhanced,Cash,630759,Corporate Guarantee,Yes,Standardized,Bank,CCC,GBP,Germany,67,2024-11-19,0.75,1383515.25,691757.625
691,988,Securitization,Undrawn Commitment,1354766,20%,0.5,Guarantee-Enhanced,None,815907,None,No,Standardized,Sovereign,BB,GBP,UK,69,2024-06-22,0.2,270953.2,135476.6
692,896,Commitment,Undrawn Commitment,256402,20%,0.5,Guarantee-Enhanced,None,236824,Corporate Guarantee,Yes,Internal Model,Retail,A,EUR,UK,3,2022-03-30,0.2,51280.4,25640.2
693,160,Trade Finance,Derivative Exposure,1350995,20%,0.2,Unstructured,None,512214,Corporate Guarantee,Yes,Internal Model,Corporate,BB,EUR,UK,38,2024-01-29,0.2,270199.0,54039.8
694,475,Commitment,Derivative Exposure,804105,50%,0.2,Guarantee-Enhanced,Property,19403,Corporate Guarantee,Yes,Standardized,Retail,BBB,EUR,Germany,77,2024-08-02,0.5,402052.5,80410.5
695,852,Securitization,Other OBS,1972968,100%,1.0,Unstructured,Property,3681,Sovereign Guarantee,No,Internal Model,Bank,B,GBP,Greece,42,2024-06-06,1.0,1972968.0,1972968.0
696,664,Guarantee,Performance Guarantee,899710,0%,0.75,Netting,Securities,353699,Sovereign Guarantee,No,Standardized,Corporate,AAA,EUR,UK,83,2021-07-13,0.0,0.0,0.0
697,908,Guarantee,Derivative Exposure,629365,50%,0.5,Guarantee-Enhanced,Cash,905316,None,No,Standardized,Retail,CCC,EUR,Germany,40,2024-12-18,0.5,314682.5,157341.25
698,690,Securitization,Performance Guarantee,162782,20%,1.0,Netting,Property,879554,Corporate Guarantee,Yes,Standardized,Retail,BBB,EUR,Germany,50,2021-01-13,0.2,32556.4,32556.4
699,675,Guarantee,Other OBS,1089550,100%,0.2,Collateralized,None,639548,None,Yes,Standardized,Retail,CCC,GBP,Cyprus,35,2024-11-18,1.0,1089550.0,217910.0
700,380,Guarantee,Performance Guarantee,677220,20%,0.2,Netting,None,697652,Corporate Guarantee,Yes,Internal Model,Retail,B,GBP,Germany,24,2025-04-02,0.2,135444.0,27088.800000000003
701,545,Guarantee,Derivative Exposure,1061316,50%,0.75,Collateralized,Property,629674,Sovereign Guarantee,No,Internal Model,Sovereign,BBB,GBP,UK,88,2023-04-15,0.5,530658.0,397993.5
702,929,Trade Finance,Performance Guarantee,493316,75%,0.75,Netting,Property,757666,Sovereign Guarantee,Yes,Internal Model,Retail,CCC,EUR,UK,17,2022-12-11,0.75,369987.0,277490.25
703,957,Trade Finance,Derivative Exposure,1470589,75%,0.75,Unstructured,Property,398845,Corporate Guarantee,Yes,Standardized,Bank,A,USD,Germany,40,2020-03-19,0.75,1102941.75,827206.3125
